#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
3716,40,الفرزدق,قصيدة رقم 270، منتهى الطلب، طويل، مِ,فَهَلْ ضَرْبَةُ الرُّومِيِّ جاعِلَةٌ لَكُمْ أبًا عَنْ كُلَيبٍ أوْ أبًامِثْلَ دارِمِ,تشبيه,تشبيه
3717,33,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,وأَما يوم أَذكرها فإِنيكأَنَّ المزن تُمْطِرُني رِهاما,تشبيه,تشبيه
3718,16,الفرزدق,قصيدة رقم 270، منتهى الطلب، طويل، مِ,لَهامِيمُ لا يَسْطِيعُ أحْمالَمِثْلِهمْ أَنُوحٌ ولا جاذٍ ضَعِيفُ القَوائِمِ,تشبيه,تشبيه
3719,32,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,(فأَما يوم آتيها فإِنيكأَني شاربٌ سُقِيَ المُداما):,تشبيه,تشبيه
3720,26,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,فلولا أَنها تَمْشِي الهُوَيْنَاكَمَشْيِ مُواعس وَعْثًا هَياما,تشبيه,تشبيه
3721,24,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,كأَن المِرْطَ ذا الأَنيار يُكْسَى إِذا اتزرت به عَقِدًا رُكاما,تشبيه,تشبيه
3722,20,الفرزدق,قصيدة رقم 270، منتهى الطلب، طويل، مِ,هُوَ الشَّيْخُ وابْنُ الشَّيْجِ لا شَيْخَمِثْلَهُ أبُو كُلِّ ذِي بَيْتٍ رَفيعِ الدَّعائِمِ,تشبيه,تشبيه
3723,25,الفرزدق,قصيدة رقم 270، منتهى الطلب، طويل، مِ,وهَلْمثْلُنا يا بْنَ المَراغَةِ إذْ دَعا إلى النّاسِ داعٍ أو عِظامِ المَلاحِمِ,تشبيه,تشبيه
3724,24,الفرزدق,قصيدة رقم 270، منتهى الطلب، طويل، مِ,نَمانِي بَنُو سَعْدِِ بنِ ضَبَّةَ فانْتَسِبْ إلىمِثْلِهمْ أخْوالِ هاجٍٍ مُراجِمِ,تشبيه,تشبيه
3725,20,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,كما تنأَى إِذا ما قلت تدنو شَمُوسُ الخيل حاذرت اللجاما,تشبيه,تشبيه
3726,6,جميل بن معمر,قصيدة رقم 111، منتهى الطلب، طويل، يا,فَلَمْ تُنْكِرِ الدَّاعي ولكِنَّ حُبَّها أصيلٌ ويَبْلىكالَّذي كُنْتُ بالِيا,تشبيه,تشبيه
3727,16,الأحوص الأنصاري,قصيدة رقم 358، منتهى الطلب، منسرح، عُ,تَعْقِصُ وحْفًاكأنَّ مُرْسَلَهُ أساوِدٌ شَبَّ لَوْنَها جَرَعُ,تشبيه,تشبيه
3728,15,الأحوص الأنصاري,قصيدة رقم 358، منتهى الطلب، منسرح، عُ,أرْخُ لَعُوبٌكأنَّ مَضْحَكَها بَرْقٌ تَلألأ في المُزْنِ يَلْتَمِعُ,تشبيه,تشبيه
3729,12,الأحوص الأنصاري,قصيدة رقم 358، منتهى الطلب، منسرح، عُ,كأنَّ لُبْنَى صَبِيرُ غادِيَةٍ أوْ دُمْيَةٌ زُيِّنَتْ بِها البِيَعُ,تشبيه,تشبيه
3730,8,الفرزدق,قصيدة رقم 478، الطَّويل، مُهْ,ألَمْ تَرَ أنّا نَحْنُ أفْضَلُ مِنْكُمُ قَدِيمًا،كما خَيرُ الجَناحِ قَوَادِمُهْ,تشبيه,تشبيه
3731,1,الفرزدق,قصيدة رقم 478، الطَّويل، مُهْ,لَعَمْرِي لَقَدْ كان ابنُ ثَوْرٍ لنَهشلٍ غَرُورًا،كمَا غَرّ السّلِيمَ تَمائِمُهْ,تشبيه,تشبيه
3732,4,الفرزدق,قصيدة رقم 478، الطَّويل، مُهْ,وَمِثلُكَ قد أبْطَرْتُهُ قَدْرَ ذَرْعِهِ، إذا نَظَرَ الأقْوَامُ كَيْفَ أُرَاجِمُهْ,تشبيه,تشبيه
3733,4,عمر بن أبي ربيعة,قصيدة رقم 181، المنسرح، رُ,أوْ هلْ تغنّى لِشَجْوِهِ فبكىكما تغنّى لِشَجْوِهِ عُمَرُ؟,تشبيه,تشبيه
3734,1,الكميت بن زيد الأسدي,قصيدة رقم 388، طويل، سا,تَتَبَّعها بِالطَّعْنِ شَزْرًاكَأنَّما يبجِّسُ رَوْقاهُ المَزادَ اللَّبائِسا,تشبيه,تشبيه
3735,2,الأخطل,قصيدة رقم 19،رُ، البسيط,كَأَنَّني شارِبٌ يَومَ اِستُبِدَّ بِهِم مِن قَرقَفٍ ضُمِّنَتها حِمصُ أَو جَدَرُ,تشبيه,تشبيه
3736,6,الأخطل,قصيدة رقم 19،رُ، البسيط,شَوقاً إِلَيهِم وَوَجداً يَومَ أُتبِعُهُم طَرفي وَمِنهُم بِجَنبَيكَوكَبٍ زُمَرُ,تشبيه,تشبيه
3737,5,الأخطل,قصيدة رقم 19،رُ، البسيط,كَأَنَّني ذاكَ أَو ذو لَوعَةٍ خَبَلَت أَوصالَهُ أَو أَصابَت قَلبَهُ النُشَرُ,تشبيه,تشبيه
3738,9,كُثير عزة,قصيدة رقم 20، المتقارب، ثا,من الرَّوْضتينِ فجَنْبيْ رُكيحٍكلَقْطِ المضلّةِ حَلْيًا مُباثا,تشبيه,تشبيه
3739,7,كُثير عزة,قصيدة رقم 20، المتقارب، ثا,كدُهمِ الرّكابِ بأثْقالها غدتْ من سماهيجَ أوْ مِن جُواثا,تشبيه,تشبيه
3740,5,كُثير عزة,قصيدة رقم 20، المتقارب، ثا,كأنَّ حدائجَ أظعانِها بِغَيْقَة لمّا هبَطْنَ البِراثا,تشبيه,تشبيه
3741,1,الأخطل,قصيدة رقم 59، رِ، البسيط,هَل تَعرِفُ الدارَ قَد مَحَّت مَعارِفُهاكَأَنَّما قَد بَراها بَعدَنا باري؟,تشبيه,تشبيه
3742,36,الأحوص الأنصاري,قصيدة رقم 358، منتهى الطلب، منسرح، عُ,ما إنْ أرَدْنا وِصالَ غَيْرهِمِ ولا قَطَعْناهُمُكَما قَطَعُوا,تشبيه,تشبيه
3743,6,عمر بن أبي ربيعة,قصيدة رقم 16، الرمل، بْ,فأتاها بحديثٍ غاظَهاشبّهَ القولَ عليها وكذَبْ,تشبيه,تشبيه
3744,27,الأحوص الأنصاري,قصيدة رقم 358، منتهى الطلب، منسرح، عُ,كأنَّهُمْ إذْ غَدَتْ بأجْمَعِهِمْ في الفَجْرِ بُزْلُ الجِمالِ تَهْتَرِعُ,تشبيه,تشبيه
3745,7,أبو النجم العجلي,قصيدة رقم 22، رجز، ارِ,كَأَنَّ فِي رَبَابِهِ الْكِبَارِ,تشبيه,تشبيه
3746,6,أبو النجم العجلي,قصيدة رقم 22، رجز، ارِ,فِي مُشْرِقٍ أَبْلَجَكَالدِّينَارِ,تشبيه,تشبيه
3747,2,أبو النجم العجلي,قصيدة رقم 22، رجز، ارِ,كَأَنَّهُ إِذْ مَالَ لِانْحِدَارِ,تشبيه,تشبيه
3748,33,الفرزدق,قصيدة رقم 78، الوافر، بَا,تَرَى أمْوَاجَهُكَجِبَالِ لُبْنى وطَوْدِ الخَيْفِ إذْ مَلأ الجَنَابَا,تشبيه,تشبيه
3749,34,الفرزدق,قصيدة رقم 78، الوافر، بَا,إذا جَاشَتْ دُرَاهُ بِجُنْحِ لَيْلٍحَسِبْتَ عَلَيْهِ حَرّاتٍ وَلابَا,تشبيه,تشبيه
3750,46,الفرزدق,قصيدة رقم 78، الوافر، بَا,وَتَحْسِبُ مِنْ مَلائِمِهَا كُلَيْبٌ عَلَيْها النّاسَ كُلَّهُمُ غِضَابَا,تشبيه,تشبيه
3751,52,أبو صخر الهذلي,قصيدة رقم 538، منتهى الطلب، بسيط، ادِ,بِجَسْرةٍ كَفَنِيقِ الشَّوْلِ مُدْمجَةٍ أوْ دَوْسَرٍمِثْلَ عِلْجِ العانِ وَخَّادِ,تشبيه,تشبيه
3752,57,الفرزدق,قصيدة رقم 78، الوافر، بَا,خُوَاقُ حِياضِهِنّ يَسِيلُ سَيْلاً على الأعقابِتَحْسِبُهُ خِضَابَا,تشبيه,تشبيه
3753,49,أبو صخر الهذلي,قصيدة رقم 538، منتهى الطلب، بسيط، ادِ,كأنَّ مَنْ حَلَّ في أعْياصِ دَوْحَتِهِ إذا تَوَلَّج في أعْياصِ أسْبادِ,تشبيه,تشبيه
3754,42,أبو صخر الهذلي,قصيدة رقم 538، منتهى الطلب، بسيط، ادِ,وصَرَّحَ المَوْتُ عَنْ غُلْبٍ رِقابُهُمُ مَصالِتٍكأُسُودِ الخَلِّ أنْجادِ,تشبيه,تشبيه
3755,68,الفرزدق,قصيدة رقم 78، الوافر، بَا,وَخالي بِالنَّقَا تَرَكَ ابنَ لَيْلى أبَا الصَّهْباءِ مُحْتَفِزاً لِهَابَا,تشبيه,تشبيه
3756,4,عبد الله بن همام السلولي,قصيدة رقم 14، طويل، سُ,تراه إِذا يمضي يحكّكأنّما به من دماميل الجزيرة ناخس,تشبيه,تشبيه
3757,2,جرير بن عطيّة,قصيدة رقم 102، جرير، الرّجز، قِي,كأَنما يَرْقَيْنَ في مَراقي نَوْمَ الضُّحى واضعةَ الرِّواق,تشبيه,تشبيه
3758,1,جرير بن عطيّة,قصيدة رقم 102، جرير، الرّجز، قِي,لاتحسبي سباسب العراقِ ونَغَضَان القُلصُ المناقي,تشبيه,تشبيه
3759,8,الحارث بن جحدر,قصيدة رقم 461، منتهى الطلب، طويل، قُهْ,مُلِثٍّ فُوَيْقَ الأرْضِ دانٍكأنَّهُ دُجَى اللَّيْلِ أرْسَى يَفحَصُ الأرْضَ وادِقُهْ,تشبيه,تشبيه
3760,2,حميد الأرقط,قصيدة رقم 11، رجز، رَا,كُنْتَحَسِبْتَ الْخَنْدَقَ المَحْفُورَا,تشبيه,تشبيه
3761,2,الرّاعي النُّمَيْريّ,قصيدة رقم 39، الطويل، رُهَا,كَزَائِدَةٍ مَا بِالْأَصَابِعِ حَاجَةٌ إِلَيْهَا وَلَا يَخْفَى عَلَى النَّاسِ عَارُهَا,تشبيه,تشبيه
3762,26,أبو صخر الهذلي,قصيدة رقم 538، منتهى الطلب، بسيط، ادِ,كَما تَمنَّى حُميّا الكأسِ شارِِبُها لَمْ يَقْضِ مِنْها طَلاهُ بَعْدَ إنْفادِ,تشبيه,تشبيه
3763,12,أبو صخر الهذلي,قصيدة رقم 538، منتهى الطلب، بسيط، ادِ,قامَتْ تُوَدِّعُنا والعِيسُ مُشْعَلَةٌ في واضِحٍمِثْلِ قَرْنِ الرّأسِ مُنْقادِ,تشبيه,تشبيه
3764,8,نقائض جرير والفرزدق,جرير، نقيضة رقم 82، الطَّويل، عا,كَأَنَّ غَمامًا في الخُدورِ الَّتي غَدَتْ دَنا ثُمَّ هَزَّتْهُ الصَّبا فتَرَفَّعا,تشبيه,تشبيه
3765,3,الطرماح بن حكيم,قصيدة رقم 9، بسيط، دِ,واسْتَجْمَعَ الحَيُّ ظَعْنًا، واسْتَبَدَّ بِهِمْ نَاوٍ يَرَى الغَيَّ بالإِتْباعِكَالرَّشَدِ,تشبيه,تشبيه
3766,8,الطرماح بن حكيم,قصيدة رقم 9، بسيط، دِ,يا طَيِّىءَ السَّهْلِ والأَجْبَالِ مُوعِدُكُمْكالمُبْتَغِي الصَّيْدَ في عِرِّيسَةِ الأَسَدِ,تشبيه,تشبيه
3767,1,نقائض جرير والفرزدق,جرير، نقيضة رقم 82، الطَّويل، عا,أَقَمْنا ورَبَّتْنا الدِّيارُ ولا أَرَىكَمَرْبَعِنا بَيْنَ الحَنِيّيْنِ مَرْبَعا,تشبيه,تشبيه
3768,6,الطرماح بن حكيم,قصيدة رقم 9، بسيط، دِ,ما زِلْتُ أُتْبِعُهُمْ عَيْنًا، مَدَامِعُهايُحْسَبْنَ رُ[مْـ]ـدًا، ومَا بِالعَيْنِ مِنْ رَمَدِ,تشبيه,تشبيه
3769,28,الكميت بن زيد الأسدي,قصيدة هاشمية رقم 2، طويل، بُ,بِخاتِمِكُم غَصْبًا تَجُوزُ أُمُوْرُهُم فَلَمْ أرَ غَصْبًامِثْلَهُ يَتَغَصَّبُ,تشبيه,تشبيه
3770,4,الكميت بن زيد الأسدي,قصيدة هاشمية رقم 6، وافر، عا,يُرَقْرِقُ أَسْجُمًا دِرَرًا وسَكْبًايُشَبَّهُ سَحُّها غَرْبًا هَمُوْعا,تشبيه,تشبيه
3771,13,الكميت بن زيد الأسدي,قصيدة هاشمية رقم 2، طويل، بُ,بِأيِّ كِتابٍ أَمْ بِأيَّةِ سُنَّةٍ تَرَى حُبَّهُم عارًا عَلَيَّوتَحْسَبُ,تشبيه,تشبيه
3772,3,جرير بن عطيّة,قصيدة رقم 74، جرير، الطَّويل، رِ,فقلت لأَدنى صاحبيَّ وإِنني لَأَكْتُمُ وَجْدًا في الجوانحكالجَمْر,تشبيه,تشبيه
3773,1,الكميت بن زيد الأسدي,قصيدة رقم 342، بسيط، ارِ,فَإِنَّكُمْ ونِزارًا في عَدَواتِهاكَالكَلْبِ هَرَّ جَدا وَطْفاءَ مِدْرارِ,تشبيه,تشبيه
3774,4,ليلى الأخيلية,قصيدة رقم 31، الرجز، لهُ,كأنّ حُمّى خيبرٍ تعلهُ,تشبيه,تشبيه
3775,2,الكميت بن زيد الأسدي,قصيدة رقم 332، طويل، رُ,يَخُضْنَ غِمارَ المَوْتِ مِنْ غَيْرِ ذلَّةٍتَخالُ بِها سُكْرًا ولَيْسَ بِها سُكْرُ,تشبيه,تشبيه
3776,5,الشمردل بن شريك,قصيدة رقم 173، منتهى الطلب، طويل، لُهْ,هَضُومٌ لأيتامِ الشِّتاءِكأنَّما يَراهُ الحَيا أيتامُهُ وأرامِلُهْ,تشبيه,تشبيه
3777,1,الكميت بن زيد الأسدي,قصيدة رقم 332، طويل، رُ,ومُسْتَلئماتٍ دَارِعاتٍتَشَبَّهَتْ بِفُرْسانِها في الحَرْبِ لَيْسَ لَها ذُعْرُ,تشبيه,تشبيه
3778,8,نقائض جرير والفرزدق,جرير، نقيضة رقم 1، الرّجز، لَا,ما يَتَّقي حُولا ولا حَوامِلايَحْسِبُ شَكْوَى المُوجَعاتِ باطِلا,تشبيه,تشبيه
3779,7,جرير بن عطيّة,قصيدة رقم 74، جرير، الطَّويل، رِ,طوى حَزنًا في القلب حتىكأَنما به نَفْثُ سحر أَو أَشدُّ من السحر,تشبيه,تشبيه
3780,8,سُراقة البارقي,قصيدة رقم 21، الكامل، بُ,لم تَدْرِ فيما قد مَضَى من عُمْرِها أنَّ الجوادَ يَصِيد وهومُثَلَّبُ,تشبيه,تشبيه
3781,5,سُراقة البارقي,قصيدة رقم 21، الكامل، بُ,مِنْ كُلِّ غَرَّاءِ الجَبِينِكَأَنَّهَا رَشَأٌ أَحَمُّ الْمُقْلَتَيْنِ مُرَبَّبُ,تشبيه,تشبيه
3782,4,سُراقة البارقي,قصيدة رقم 21، الكامل، بُ,وَكَأَنَّهُنَّ إذَا خَرَجْنَ لِزِينَةٍ وَبَرَزْنَ مِنْ غَمِّ الْحَوَائِطِ رَبْرَبُ,تشبيه,تشبيه
3783,6,سُراقة البارقي,قصيدة رقم 21، الكامل، بُ,تُجْرِي السِّوَاكَ على نَقِيٍّ لَوْنُهُمِثْلُ الْمُدَامَةِ رِيحُهُ أَوْ أَطْيَبُ,تشبيه,تشبيه
