tashbeeh_word,poem,poem_without_tashbeeh
مثلُها,وما بينَنا مِنْ رِيبةٍ فَيُراقِبَا ولا مثلُها يُرْمَى بسَوْءٍ ولا مِثْلي,وما بينَنا مِنْ رِيبةٍ فَيُراقِبَا ولا  يُرْمَى بسَوْءٍ ولا مِثْلي
مثلُها,فما مثلُها للمُلْك دار خلافة أجَلْ، لا ولا للطيب مرتاد رائد,فما  للمُلْك دار خلافة أجَلْ، لا ولا للطيب مرتاد رائد
مثلُها,حُصونٌ بَراهَا الله لم يُرَ مثلُها طِوالٌ أَعالِيهَا شِدادُ الأَسَافِلِ,حُصونٌ بَراهَا الله لم يُرَ  طِوالٌ أَعالِيهَا شِدادُ الأَسَافِلِ
مثلُها,أينَ لا أينَ مثلُها ، إنما يَحْـ ـسُنُ مِنْ فَضْل حُسْنِها مَنْ سِواها,أينَ لا أينَ  ، إنما يَحْـ ـسُنُ مِنْ فَضْل حُسْنِها مَنْ سِواها
مثلُها،,جَهولٍ كَجوْفِ الفِيلِ لم يُرَ مثلُها، تَرَى الزَّوْرَ فيها كالغُثَاءَةِ طَافِيَا,جَهولٍ كَجوْفِ الفِيلِ لم يُرَ  تَرَى الزَّوْرَ فيها كالغُثَاءَةِ طَافِيَا
مثلُهم,وفِتْيةٍ ما مثلُهم فِتْيةٌ كلُّهمُ للقَصْف مختارُ,وفِتْيةٍ ما  فِتْيةٌ كلُّهمُ للقَصْف مختارُ
مثلُهَا,يا لَها لَيلَةَ وَصْلٍ مثلُهَا لا يَتَهَيّا,يا لَها لَيلَةَ وَصْلٍ  لا يَتَهَيّا
مثلُهُ,ما مثلُهُ عن بَخْس مثـ ـلِكَ حَقَّ مِثْلِي بالنَّؤومِ,ما  عن بَخْس مثـ ـلِكَ حَقَّ مِثْلِي بالنَّؤومِ
مثلُهُ,أُنْظُرْ إلى بَشَرٍ ما مثلُهُ بَشَرُ لا الشمسُ تحكيه في الدنيا ولا القمرُ,أُنْظُرْ إلى بَشَرٍ ما  بَشَرُ لا الشمسُ تحكيه في الدنيا ولا القمرُ
مثلُهُ,نورٌ تجسَّمَ لا شَمْسٌ وَلَا قمرُ لكنَّه بَشَرٌ ما مثلُهُ بَشَرُ,نورٌ تجسَّمَ لا شَمْسٌ وَلَا قمرُ لكنَّه بَشَرٌ ما  بَشَرُ
مثلُهُ,أَبوكَ أَبو سوءٍ وخالُكَ مثلُهُ ولستَ بخيرٍ مِن أَبيكَ وَخالِكا,أَبوكَ أَبو سوءٍ وخالُكَ  ولستَ بخيرٍ مِن أَبيكَ وَخالِكا
مثلُهُ,كذلك ما قاد الكتائبَ مثلُهُ لإنصافِ مظلومٍ ولا قمعِ ظالمِ,كذلك ما قاد الكتائبَ  لإنصافِ مظلومٍ ولا قمعِ ظالمِ
مثلُهُ,وفي نباتٍ عاشِقٍ مثلُهُ يلوي لها الأعناقَ في كُلّ حِينْ,وفي نباتٍ عاشِقٍ  يلوي لها الأعناقَ في كُلّ حِينْ
مثلُهُ,لكل امرىءٍ شكلٌ من الناس مثلُهُ وكلُّ امرىءٍ يهوى الى مَنْ يُشاكلُهْ,لكل امرىءٍ شكلٌ من الناس  وكلُّ امرىءٍ يهوى الى مَنْ يُشاكلُهْ
مثلُهُ,حبوْتَ بها من ليس في الأرض مثلُهُ لجيشِ إذا اصطكَّ العراك ولا ثغرِ,حبوْتَ بها من ليس في الأرض  لجيشِ إذا اصطكَّ العراك ولا ثغرِ
مثلُهُ,والموازى بالبومِ خَلقًا وخُلقًا فهي في الطيرِ مثلُهُ في الناسِ,والموازى بالبومِ خَلقًا وخُلقًا فهي في الطيرِ  في الناسِ
مثلُهُ,أعيرتني داءً بأمّك مثلُهُ وأيُّ جواد لا يقال له: هلا؟!,أعيرتني داءً بأمّك  وأيُّ جواد لا يقال له: هلا؟!
مثلُهُم,يا ليت شعري حين يُمدَح مثلُهُم ماذا تَرَاه يُراد بالتَّمْداح,يا ليت شعري حين يُمدَح  ماذا تَرَاه يُراد بالتَّمْداح
مثلُهُمْ,كانوا هُم الأشرافُ سادُوا كلُّهم ما في جميع العالمين مثلُهُمْ,كانوا هُم الأشرافُ سادُوا كلُّهم ما في جميع العالمين 
مثلُهُمْ,إلَيْكَ أَشْكُو صِبْيَةً وأمَّهُم لَا يَشْبَعُون وأبوهُمْ مثلُهُمْ,إلَيْكَ أَشْكُو صِبْيَةً وأمَّهُم لَا يَشْبَعُون وأبوهُمْ 
مثلَُ,يَجُرُّ بِأَكْنافِ البِحارِ إِلَى المَلَا رَبابًا له، مثلَُ النّعامِ المُعَلَّقِ,يَجُرُّ بِأَكْنافِ البِحارِ إِلَى المَلَا رَبابًا له،  النّعامِ المُعَلَّقِ
مثلِ,كأنَّما الشَّرقُ به في حَيْهَلِ، بِفِتْيَةٍ مثلِ النُّجومِ المُثَّلِ,كأنَّما الشَّرقُ به في حَيْهَلِ، بِفِتْيَةٍ  النُّجومِ المُثَّلِ
مثلِ,على جُرْدٍ كأَمْثَالِ السَّعَالِي ورَجْلٍ مثلِ أَهْمِيَةِ الكَثِيبِ,على جُرْدٍ كأَمْثَالِ السَّعَالِي ورَجْلٍ  أَهْمِيَةِ الكَثِيبِ
مثلِ,وَرُبَّ امرئٍ كالنَّسرِ في العزِّ والعُلا هوى بِسِنانٍ مثلِ قادمةِ النَّسرِ,وَرُبَّ امرئٍ كالنَّسرِ في العزِّ والعُلا هوى بِسِنانٍ  قادمةِ النَّسرِ
مثلِ,شُخُوصُ ولا يةٍ كشخوصِ عزلِ، على دَهَشٍ وعِزٍّ مثلِ ذُلِّ,شُخُوصُ ولا يةٍ كشخوصِ عزلِ، على دَهَشٍ وعِزٍّ  ذُلِّ
مثلِك,ولَعَمْري لئنْ عتبتَ بحقٍّ كيف ينسى حقوقَ مثلِك مثلي؟,ولَعَمْري لئنْ عتبتَ بحقٍّ كيف ينسى حقوقَ  مثلي؟
مثلِك,ألا فالْهُ لهوَ المرء مثلِك إنه مُدارسُ علمٍ لا تُملّ مَدارسه,ألا فالْهُ لهوَ المرء  إنه مُدارسُ علمٍ لا تُملّ مَدارسه
مثلِك,أمْ وَعْدُ مثلِك لا يُجْبَى لآملِهِ وقد تهادتْهُ أزمانٌ وأزمان؟,أمْ وَعْدُ  لا يُجْبَى لآملِهِ وقد تهادتْهُ أزمانٌ وأزمان؟
مثلِك,قد رفع الله قدر مثلِك بالـ ـقُدْرة، يا من يُطيعُهُ القَدَر,قد رفع الله قدر  بالـ ـقُدْرة، يا من يُطيعُهُ القَدَر
مثلِك,أمَا حقُّ حامي عرِض مثلِك أن يُرى له الرفد والترفيه أَوْجَبَ واجب؟,أمَا حقُّ حامي عرِض  أن يُرى له الرفد والترفيه أَوْجَبَ واجب؟
مثلِك,سِتْرٌ وَبُخْلٌ والتَّجَنُّبُ والنَّوى أَسْتَارُ مثلِك دُوننا إسْتارُ,سِتْرٌ وَبُخْلٌ والتَّجَنُّبُ والنَّوى أَسْتَارُ  دُوننا إسْتارُ
مثلِك,ولذاك قَدَّمَك الملوكُ ولم تزلْ بقديم مثلِك للملوكِ ديادِنا,ولذاك قَدَّمَك الملوكُ ولم تزلْ بقديم  للملوكِ ديادِنا
مثلِك,وإذا رُميتُ بِعَتْبِ مثلِك خانَني جَلَدي، فلم أصْبِرْ ولم أتصَبَّرِ,وإذا رُميتُ بِعَتْبِ  خانَني جَلَدي، فلم أصْبِرْ ولم أتصَبَّرِ
مثلِك،,وإلا فحسبي أن أصون كريمتي بِكُفءٍ كريم مثلِك، ابنَ مُدَبرِ,وإلا فحسبي أن أصون كريمتي بِكُفءٍ كريم  ابنَ مُدَبرِ
مثلِكَ,فإذا بَلَغْتَ وأَرْبَعِينَ ثمانيا فَحياةُ مثلِكَ أنْ يُوَسَّدَ هالِكا,فإذا بَلَغْتَ وأَرْبَعِينَ ثمانيا فَحياةُ  أنْ يُوَسَّدَ هالِكا
مثلِكَ,ما حَمْدُ مثلِكَ إن سَلِمْـ ـتُ عليكَ في ظلِّ التسلُّم,ما حَمْدُ  إن سَلِمْـ ـتُ عليكَ في ظلِّ التسلُّم
مثلِكَ,وحَسبي أن رأت عيني على مثلِكَ إفضالي,وحَسبي أن رأت عيني على  إفضالي
مثلِكَ,وربّ مثلِكَ قد ضاعَتْ نصِيحتُه، ولم يُطِق ودَّ ذي رأيٍ ولا أدَبِ,وربّ  قد ضاعَتْ نصِيحتُه، ولم يُطِق ودَّ ذي رأيٍ ولا أدَبِ
مثلِكَ,أَيُزْهِي شخْصَ مثلِكَ عند مثلي أبا عثمان سِرْبَالٌ جديد؟,أَيُزْهِي شخْصَ  عند مثلي أبا عثمان سِرْبَالٌ جديد؟
مثلِكَ,أتقبل النُّصحَ منّي أم تُضَيِّعُهُ ورُبَّ مثلِكَ ألغاه فما قبلا,أتقبل النُّصحَ منّي أم تُضَيِّعُهُ ورُبَّ  ألغاه فما قبلا
مثلِه,فيهتز للجدوى على كل مجتدٍ وكانت ملاهي مثلِه كالمناسك,فيهتز للجدوى على كل مجتدٍ وكانت ملاهي  كالمناسك
مثلِه,مدحوا نفوسهمُ بحلم راجح لولا عوائدُ مثلِه ما سادوا,مدحوا نفوسهمُ بحلم راجح لولا عوائدُ  ما سادوا
مثلِه,كفَرْتُ، ولم أشْكُرْ نَصيحَةَ فارسٍ، وكم من نَصيحٍ مثلِه حُرِمَ الشُّكرا,كفَرْتُ، ولم أشْكُرْ نَصيحَةَ فارسٍ، وكم من نَصيحٍ  حُرِمَ الشُّكرا
مثلِه,فعلَى مثلِه اسْتُطير فؤادُ الـ ـحازِم النّدب حسْرةً واسْتُفِزَّا,فعلَى  اسْتُطير فؤادُ الـ ـحازِم النّدب حسْرةً واسْتُفِزَّا
مثلِه,رأتْ طمعي فيها فأمسَتْ وأصبحَتْ مواعيدُها من مثلِه وعُهودُها,رأتْ طمعي فيها فأمسَتْ وأصبحَتْ مواعيدُها من  وعُهودُها
مثلِه,وكم مثلِه من خاملٍ قد كسوته رداء جديد الطُّرَّتيْن محبَّرا,وكم  من خاملٍ قد كسوته رداء جديد الطُّرَّتيْن محبَّرا
مثلِه,ومَخْشِيَّةِ العاثورِ يَرْمي بركبِها إلى مثلِه خِمْسٌ بَعيدٌ مناهلُهْ,ومَخْشِيَّةِ العاثورِ يَرْمي بركبِها إلى  خِمْسٌ بَعيدٌ مناهلُهْ
مثلِها,وثَنَتْ إلى الدّنيا بأُخرى مثلِها فتقسَّمتْ في النّاَسِ وهي نوافلُ,وثَنَتْ إلى الدّنيا بأُخرى  فتقسَّمتْ في النّاَسِ وهي نوافلُ
مثلِها,على مثلِها مثلي يكون منادمي فاءن لم أجد مثلي خلوت بها وحدي,على  مثلي يكون منادمي فاءن لم أجد مثلي خلوت بها وحدي
مثلِها,مُنَيِتْ بخَصْمٍ مثلِها حَكمٍ في كل قلبٍ أيَّما حكم,مُنَيِتْ بخَصْمٍ  حَكمٍ في كل قلبٍ أيَّما حكم
مثلِها,وما عساك القولُ في مثلِها وأنت مَنْ تدريهِ دُنْيا ودينْ,وما عساك القولُ في  وأنت مَنْ تدريهِ دُنْيا ودينْ
مثلِها,مُرَنَّحُ العقلِ قدْ ملَّ الحياةَ ومَنْ يَعْلَقْ هوى مثلِها يَسْتَوْجِبِ العطبا,مُرَنَّحُ العقلِ قدْ ملَّ الحياةَ ومَنْ يَعْلَقْ هوى  يَسْتَوْجِبِ العطبا
مثلِها,ومن أين تَعْدوهُ سياسة ُ مثلِها وقد قُلِّصَتْ في الحربِ عن ساقِهِ الازرُ,ومن أين تَعْدوهُ سياسة ُ  وقد قُلِّصَتْ في الحربِ عن ساقِهِ الازرُ
مثلِها,وكم مثلِها من بنتِ كرمٍ جلوتُها على كلِّ خِرقٍ ماجد الجَدِّ من صحبي,وكم  من بنتِ كرمٍ جلوتُها على كلِّ خِرقٍ ماجد الجَدِّ من صحبي
مثلِها,لمن العِيسُ أصبحَتْ مُستَقِلَّه بشمُوسٍ مِن مثلِها مُستَظِلَّهْ,لمن العِيسُ أصبحَتْ مُستَقِلَّه بشمُوسٍ مِن  مُستَظِلَّهْ
مثلِها,وما عقدَ الآبَاءُ من كلِّ حلفةِ وما خالدٌ من مثلِها بمحَلَّلِ,وما عقدَ الآبَاءُ من كلِّ حلفةِ وما خالدٌ من  بمحَلَّلِ
مثلِها,وما ذاكَ إلّا تعلمُ النّفسُ أنّهُ إلى مثلِها يصبو فؤادُ المُتيَّمِ,وما ذاكَ إلّا تعلمُ النّفسُ أنّهُ إلى  يصبو فؤادُ المُتيَّمِ
مثلِهم,أصبحوا يلعبون في ظل دهرٍ ظاهِر السُّخْف مثلِهم لَعَّاب,أصبحوا يلعبون في ظل دهرٍ ظاهِر السُّخْف  لَعَّاب
مثلِهِ,يدُ حاتمٍ كبَنَانِهِ لشِمالِهِ، ما حاتمٌ مع مثلِهِ مَعدُودُ,يدُ حاتمٍ كبَنَانِهِ لشِمالِهِ، ما حاتمٌ مع  مَعدُودُ
مثلِهِ,إنَّ الذي شفَّنِي هواهُ يَحِل في مثلِهِ الحَرام,إنَّ الذي شفَّنِي هواهُ يَحِل في  الحَرام
مثلِهِ,ومُعَرَّسٍ عُرَضِ الرّداءِ عَرَسْتُه من بَعْدِ آخرَ مثلِهِ في المَنْزِلِ,ومُعَرَّسٍ عُرَضِ الرّداءِ عَرَسْتُه من بَعْدِ آخرَ  في المَنْزِلِ
مثلِهِ,يتشبّهُ الطّاغي بطاغٍ مثلِهِ وأخو السّعادةِ بينهم من يَسْلمُ,يتشبّهُ الطّاغي بطاغٍ  وأخو السّعادةِ بينهم من يَسْلمُ
مثلِهِ,فإنَّ دَمًا لو تعلمينَ جَنيتِه على الحيِّ جاني مثلِهِ غيرُ سالمِ,فإنَّ دَمًا لو تعلمينَ جَنيتِه على الحيِّ جاني  غيرُ سالمِ
مثلِهِ,يقرّب قربانًا على وجل فإن تقبَّلتَهُ من مثلِهِ فسعيدُ,يقرّب قربانًا على وجل فإن تقبَّلتَهُ من  فسعيدُ
مثلِهِ,ومَنْ ذا الذي إنْ أمْسَكَ الله رِزْقَهُ أتَاكُمْ بِرِزْقٍ مثلِهِ غيرِ أنْكدا,ومَنْ ذا الذي إنْ أمْسَكَ الله رِزْقَهُ أتَاكُمْ بِرِزْقٍ  غيرِ أنْكدا
